 -8.9550e+00  0.0000e+00
 -8.8650e+00  1.1111e-04
 -8.7750e+00  1.1111e-04
 -8.6850e+00  1.1111e-04
 -8.5950e+00  1.1111e-04
 -8.5050e+00  4.4445e-04
 -8.4150e+00  5.5556e-04
 -8.3250e+00  4.4445e-04
 -8.2350e+00  7.7779e-04
 -8.1450e+00  1.1111e-03
 -8.0550e+00  1.2222e-03
 -7.9650e+00  8.8890e-04
 -7.8750e+00  2.2222e-03
 -7.7850e+00  2.1111e-03
 -7.6950e+00  1.5556e-03
 -7.6050e+00  2.5556e-03
 -7.5150e+00  2.8889e-03
 -7.4250e+00  4.4445e-03
 -7.3350e+00  5.3334e-03
 -7.2450e+00  5.6667e-03
 -7.1550e+00  7.0001e-03
 -7.0650e+00  8.4445e-03
 -6.9750e+00  8.3334e-03
 -6.8850e+00  9.0001e-03
 -6.7950e+00  1.1445e-02
 -6.7050e+00  1.3000e-02
 -6.6150e+00  1.3889e-02
 -6.5250e+00  1.5222e-02
 -6.4350e+00  1.9334e-02
 -6.3450e+00  1.7889e-02
 -6.2550e+00  2.2556e-02
 -6.1650e+00  2.7000e-02
 -6.0750e+00  2.9889e-02
 -5.9850e+00  3.2445e-02
 -5.8950e+00  3.5667e-02
 -5.8050e+00  3.7445e-02
 -5.7150e+00  4.3889e-02
 -5.6250e+00  4.7667e-02
 -5.5350e+00  6.0889e-02
 -5.4450e+00  6.9667e-02
 -5.3550e+00  8.1890e-02
 -5.2650e+00  9.5668e-02
 -5.1750e+00  1.1356e-01
 -5.0850e+00  1.2933e-01
 -4.9950e+00  1.5667e-01
 -4.9050e+00  1.8245e-01
 -4.8150e+00  2.3078e-01
 -4.7250e+00  2.7556e-01
 -4.6350e+00  3.3767e-01
 -4.5450e+00  4.0578e-01
 -4.4550e+00  4.9589e-01
 -4.3650e+00  5.9701e-01
 -4.2750e+00  7.4867e-01
 -4.1850e+00  9.1523e-01
 -4.0950e+00  1.1038e+00
 -4.0050e+00  1.3295e+00
 -3.9150e+00  1.6340e+00
 -3.8250e+00  1.9755e+00
 -3.7350e+00  2.3968e+00
 -3.6450e+00  2.9417e+00
 -3.5550e+00  3.5070e+00
 -3.4650e+00  4.1933e+00
 -3.3750e+00  4.9956e+00
 -3.2850e+00  5.9321e+00
 -3.1950e+00  6.9338e+00
 -3.1050e+00  8.0612e+00
 -3.0150e+00  9.3282e+00
 -2.9250e+00  1.0646e+01
 -2.8350e+00  1.2070e+01
 -2.7450e+00  1.3257e+01
 -2.6550e+00  1.4560e+01
 -2.5650e+00  1.5810e+01
 -2.4750e+00  1.6829e+01
 -2.3850e+00  1.7664e+01
 -2.2950e+00  1.8284e+01
 -2.2050e+00  1.8481e+01
 -2.1150e+00  1.8517e+01
 -2.0250e+00  1.8146e+01
 -1.9350e+00  1.7554e+01
 -1.8450e+00  1.6535e+01
 -1.7550e+00  1.5384e+01
 -1.6650e+00  1.4086e+01
 -1.5750e+00  1.2634e+01
 -1.4850e+00  1.1214e+01
 -1.3950e+00  9.7071e+00
 -1.3050e+00  8.3066e+00
 -1.2150e+00  6.9218e+00
 -1.1250e+00  5.5937e+00
 -1.0350e+00  4.4542e+00
 -9.4500e-01  3.4793e+00
 -8.5500e-01  2.5960e+00
 -7.6500e-01  1.9150e+00
 -6.7500e-01  1.3105e+00
 -5.8500e-01  8.6790e-01
 -4.9500e-01  5.5689e-01
 -4.0500e-01  3.3345e-01
 -3.1500e-01  1.8245e-01
 -2.2500e-01  9.2112e-02
 -1.3500e-01  4.0556e-02
 -4.5000e-02  1.6667e-02
