  1    1
  2   -1
  3   -1
  4   -1
  5   -1
  6   -1
  7    1
  8    1
  9    1
 10    1
 11   -7
 12   -8
 13   -9
 14  -10
 15   -7
 16   -8
 17  -10
 18   -9
 19    1
 20  -19
 21    1
 22    1
 23    1
 24  -21
 25  -22
 26  -23
 27    1
 28  -27
 29    1
 30    1
 31  -27
 32  -27
 33  -29
 34  -30
 35    1
 36    1
 37    1
 38  -19
 39  -19
 40  -21
 41  -22
 42  -23
 43  -21
 44  -22
 45  -23
 46  -27
 47  -27
 48  -29
 49  -30
 50  -27
 51  -27
 52  -29
 53  -30
 54  -35
 55  -36
 56  -37
 57  -19
 58  -19
 59  -21
 60  -22
 61  -23
 62  -21
 63  -22
 64  -23
 65  -27
 66  -27
 67  -29
 68  -30
 69  -27
 70  -27
 71  -29
 72  -30
 73  -35
 74  -36
 75  -37
 76  -19
 77  -19
 78  -21
 79  -22
 80  -23
 81  -21
 82  -22
 83  -23
 84  -36
 85  -35
 86  -37
 87  -19
 88  -19
 89  -21
 90  -22
 91  -23
 92  -21
 93  -22
 94  -23
 95  -36
 96  -35
 97  -37
 98  -19
 99  -19
100  -21
101  -22
102  -23
103  -21
104  -22
105  -23
106  -36
107  -35
108  -37
109    1
110    1
111 -109
112 -110
113    1
114    1
115 -113
116 -114
117 -109
118 -110
119 -109
120 -110
121 -113
122 -114
123 -113
124 -114
125 -109
126 -110
127 -109
128 -110
129 -113
130 -114
131 -113
132 -114
