 -8.9550e+00  4.4445e-04
 -8.8650e+00  3.3334e-04
 -8.7750e+00  3.3334e-04
 -8.6850e+00  0.0000e+00
 -8.5950e+00  2.2222e-04
 -8.5050e+00  3.3334e-04
 -8.4150e+00  5.5556e-04
 -8.3250e+00  2.2222e-04
 -8.2350e+00  4.4445e-04
 -8.1450e+00  7.7779e-04
 -8.0550e+00  1.1111e-03
 -7.9650e+00  1.3333e-03
 -7.8750e+00  8.8890e-04
 -7.7850e+00  2.6667e-03
 -7.6950e+00  2.1111e-03
 -7.6050e+00  2.8889e-03
 -7.5150e+00  3.8889e-03
 -7.4250e+00  3.4445e-03
 -7.3350e+00  5.5556e-03
 -7.2450e+00  6.0001e-03
 -7.1550e+00  9.3334e-03
 -7.0650e+00  8.2223e-03
 -6.9750e+00  9.0001e-03
 -6.8850e+00  1.0000e-02
 -6.7950e+00  1.2667e-02
 -6.7050e+00  1.3556e-02
 -6.6150e+00  1.4000e-02
 -6.5250e+00  1.5667e-02
 -6.4350e+00  1.8000e-02
 -6.3450e+00  2.1667e-02
 -6.2550e+00  2.4000e-02
 -6.1650e+00  2.1222e-02
 -6.0750e+00  2.8889e-02
 -5.9850e+00  3.4111e-02
 -5.8950e+00  3.6889e-02
 -5.8050e+00  4.1556e-02
 -5.7150e+00  4.6445e-02
 -5.6250e+00  5.3223e-02
 -5.5350e+00  6.5223e-02
 -5.4450e+00  7.4001e-02
 -5.3550e+00  8.1334e-02
 -5.2650e+00  9.7334e-02
 -5.1750e+00  1.1722e-01
 -5.0850e+00  1.3422e-01
 -4.9950e+00  1.6578e-01
 -4.9050e+00  1.8489e-01
 -4.8150e+00  2.3989e-01
 -4.7250e+00  2.8034e-01
 -4.6350e+00  3.4156e-01
 -4.5450e+00  4.1078e-01
 -4.4550e+00  4.8756e-01
 -4.3650e+00  6.2112e-01
 -4.2750e+00  7.2823e-01
 -4.1850e+00  8.9701e-01
 -4.0950e+00  1.1176e+00
 -4.0050e+00  1.3440e+00
 -3.9150e+00  1.6326e+00
 -3.8250e+00  1.9968e+00
 -3.7350e+00  2.3997e+00
 -3.6450e+00  2.8953e+00
 -3.5550e+00  3.5055e+00
 -3.4650e+00  4.2168e+00
 -3.3750e+00  4.9879e+00
 -3.2850e+00  5.9248e+00
 -3.1950e+00  6.9605e+00
 -3.1050e+00  8.0817e+00
 -3.0150e+00  9.3093e+00
 -2.9250e+00  1.0642e+01
 -2.8350e+00  1.1981e+01
 -2.7450e+00  1.3245e+01
 -2.6550e+00  1.4595e+01
 -2.5650e+00  1.5824e+01
 -2.4750e+00  1.6867e+01
 -2.3850e+00  1.7675e+01
 -2.2950e+00  1.8314e+01
 -2.2050e+00  1.8538e+01
 -2.1150e+00  1.8595e+01
 -2.0250e+00  1.8244e+01
 -1.9350e+00  1.7572e+01
 -1.8450e+00  1.6599e+01
 -1.7550e+00  1.5423e+01
 -1.6650e+00  1.4216e+01
 -1.5750e+00  1.2707e+01
 -1.4850e+00  1.1287e+01
 -1.3950e+00  9.8201e+00
 -1.3050e+00  8.3453e+00
 -1.2150e+00  6.9753e+00
 -1.1250e+00  5.6763e+00
 -1.0350e+00  4.4895e+00
 -9.4500e-01  3.4835e+00
 -8.5500e-01  2.6218e+00
 -7.6500e-01  1.8638e+00
 -6.7500e-01  1.3296e+00
 -5.8500e-01  8.9212e-01
 -4.9500e-01  5.5201e-01
 -4.0500e-01  3.2611e-01
 -3.1500e-01  1.7511e-01
 -2.2500e-01  8.8223e-02
 -1.3500e-01  3.8000e-02
 -4.5000e-02  1.4333e-02
