 -8.9550e+00  0.0000e+00
 -8.8650e+00  0.0000e+00
 -8.7750e+00  0.0000e+00
 -8.6850e+00  0.0000e+00
 -8.5950e+00  0.0000e+00
 -8.5050e+00  0.0000e+00
 -8.4150e+00  0.0000e+00
 -8.3250e+00  0.0000e+00
 -8.2350e+00  3.3334e-04
 -8.1450e+00  0.0000e+00
 -8.0550e+00  5.5556e-04
 -7.9650e+00  1.1111e-04
 -7.8750e+00  2.2222e-04
 -7.7850e+00  2.2222e-04
 -7.6950e+00  4.4445e-04
 -7.6050e+00  5.5556e-04
 -7.5150e+00  7.7779e-04
 -7.4250e+00  1.4445e-03
 -7.3350e+00  2.4445e-03
 -7.2450e+00  2.2222e-03
 -7.1550e+00  5.4445e-03
 -7.0650e+00  4.4445e-03
 -6.9750e+00  7.6667e-03
 -6.8850e+00  8.3334e-03
 -6.7950e+00  1.4889e-02
 -6.7050e+00  1.5778e-02
 -6.6150e+00  2.4111e-02
 -6.5250e+00  3.4445e-02
 -6.4350e+00  4.3667e-02
 -6.3450e+00  5.9778e-02
 -6.2550e+00  8.3223e-02
 -6.1650e+00  9.9223e-02
 -6.0750e+00  1.3822e-01
 -5.9850e+00  1.8245e-01
 -5.8950e+00  2.3289e-01
 -5.8050e+00  3.0078e-01
 -5.7150e+00  3.7656e-01
 -5.6250e+00  4.7756e-01
 -5.5350e+00  5.9089e-01
 -5.4450e+00  7.4456e-01
 -5.3550e+00  9.1156e-01
 -5.2650e+00  1.1037e+00
 -5.1750e+00  1.3435e+00
 -5.0850e+00  1.6240e+00
 -4.9950e+00  1.9389e+00
 -4.9050e+00  2.3372e+00
 -4.8150e+00  2.7164e+00
 -4.7250e+00  3.1405e+00
 -4.6350e+00  3.7001e+00
 -4.5450e+00  4.2910e+00
 -4.4550e+00  4.9259e+00
 -4.3650e+00  5.6539e+00
 -4.2750e+00  6.4501e+00
 -4.1850e+00  7.2669e+00
 -4.0950e+00  8.1684e+00
 -4.0050e+00  9.1321e+00
 -3.9150e+00  1.0374e+01
 -3.8250e+00  1.1406e+01
 -3.7350e+00  1.2704e+01
 -3.6450e+00  1.3947e+01
 -3.5550e+00  1.5339e+01
 -3.4650e+00  1.6646e+01
 -3.3750e+00  1.8136e+01
 -3.2850e+00  1.9456e+01
 -3.1950e+00  2.0720e+01
 -3.1050e+00  2.1960e+01
 -3.0150e+00  2.3012e+01
 -2.9250e+00  2.3905e+01
 -2.8350e+00  2.4436e+01
 -2.7450e+00  2.4949e+01
 -2.6550e+00  2.4875e+01
 -2.5650e+00  2.4533e+01
 -2.4750e+00  2.3983e+01
 -2.3850e+00  2.3006e+01
 -2.2950e+00  2.1859e+01
 -2.2050e+00  2.0429e+01
 -2.1150e+00  1.8847e+01
 -2.0250e+00  1.7024e+01
 -1.9350e+00  1.5242e+01
 -1.8450e+00  1.3326e+01
 -1.7550e+00  1.1511e+01
 -1.6650e+00  9.6863e+00
 -1.5750e+00  8.1892e+00
 -1.4850e+00  6.6712e+00
 -1.3950e+00  5.3415e+00
 -1.3050e+00  4.2350e+00
 -1.2150e+00  3.3080e+00
 -1.1250e+00  2.4660e+00
 -1.0350e+00  1.8521e+00
 -9.4500e-01  1.3360e+00
 -8.5500e-01  9.6823e-01
 -7.6500e-01  6.9323e-01
 -6.7500e-01  5.1734e-01
 -5.8500e-01  3.6478e-01
 -4.9500e-01  2.8856e-01
 -4.0500e-01  2.1856e-01
 -3.1500e-01  1.7289e-01
 -2.2500e-01  1.5111e-01
 -1.3500e-01  1.3645e-01
 -4.5000e-02  1.2878e-01
